tconst,averageRating,numVotes
tt0304166,3.8,1124
tt0304229,6.8,6488
tt0304230,7.7,26
tt0304262,7.0,9233
tt0304291,4.0,83
tt0304321,5.9,19
tt0304328,6.4,6463
tt0304356,3.3,158
tt0304363,6.5,819
tt0304377,4.6,448
tt0304391,5.4,1051
tt0304415,6.5,81436
tt0304478,7.1,13
tt0304513,4.9,410
tt0304514,3.5,239
tt0304574,4.0,324
tt0304628,8.3,27
tt0304638,6.0,2321
tt0304669,5.7,56407
tt0304678,5.6,2869
tt0304689,2.6,63
tt0304695,5.4,21
tt0304704,6.5,501
tt0304711,5.1,17585
tt0304722,4.0,1698
tt0304729,4.5,81
tt0304753,6.3,224
tt0304769,2.3,115
tt0304776,5.3,637
tt0304790,6.5,373
tt0304804,6.7,57
tt0304808,7.1,3444
tt0304809,6.6,372
tt0304857,6.6,916
tt0304874,6.7,146
tt0304876,5.4,82
tt0304907,6.6,190
tt0304912,8.7,14
tt0305178,7.4,581
tt0305206,7.4,49667
tt0305211,7.3,54
tt0305224,6.2,212840
tt0305240,6.7,1095
tt0305357,4.9,126850
tt0305370,5.4,25
tt0305396,5.4,7948
tt0305438,6.0,76
tt0305556,4.7,1070
tt0305563,5.3,41
tt0305568,5.7,5237
tt0305574,5.7,234
tt0305583,6.0,1084
tt0305632,3.8,1514
tt0305647,5.2,224
tt0305669,5.6,36870
tt0305711,5.4,70559
tt0305747,6.4,69
tt0305753,4.4,36
tt0305793,5.5,35
tt0305831,2.9,381
tt0305847,6.4,780
tt0305858,4.3,144
tt0305859,5.0,53
tt0305882,5.9,525
tt0305962,6.4,63
tt0305973,5.6,4245
tt0305999,6.8,2861
tt0306011,5.4,662
tt0306047,5.5,145525
tt0306069,6.1,1425
tt0306097,6.3,1374
tt0306110,7.3,60
tt0306135,5.3,83
tt0306174,5.8,114
tt0306188,8.6,42
tt0306228,5.0,1034
tt0306230,6.9,25
tt0306359,7.3,907
tt0306434,7.4,13169
tt0306474,6.5,685
tt0306496,3.2,225
tt0306500,8.2,12
tt0306568,5.1,57
tt0306597,7.1,1201
tt0306651,6.0,550
tt0306685,5.8,44675
tt0306708,6.1,349
tt0306734,4.9,11496
tt0306735,4.8,164
tt0306741,6.9,399
tt0306761,5.2,430
tt0306774,2.4,430
tt0306800,4.4,82
tt0306841,5.5,39269
tt0306846,4.4,3419
tt0306856,7.7,19
tt0306874,7.5,64
tt0306892,5.6,3971
tt0306909,7.1,2240
tt0306947,6.0,291
tt0307034,6.7,1056
tt0307050,5.1,425
tt0307109,6.8,4878
tt0307156,5.3,4227
tt0307189,5.1,87
tt0307213,6.6,9832
tt0307283,5.9,40
tt0307292,4.1,213
tt0307351,6.1,1987
tt0307440,5.7,158
tt0307448,4.3,224
tt0307451,8.5,8
tt0307453,6.0,179061
tt0307456,6.7,183
tt0307466,4.5,1928
tt0307479,6.2,82251
tt0307507,6.3,1626
tt0307538,7.2,1026
tt0307553,4.6,1018
tt0307568,6.3,274
tt0307618,8.8,19
tt0307639,6.1,770
tt0307680,6.5,36
tt0307681,7.2,1151
tt0307683,6.3,196
tt0307866,5.7,257
tt0307873,6.6,3465
tt0307879,5.6,282
tt0307901,7.6,177052
tt0307913,6.6,660
tt0307919,5.9,1830
tt0307920,7.7,2785
tt0307922,5.3,132
tt0307987,7.1,142758
tt0308049,5.2,282
tt0308055,7.0,41920
tt0308109,6.7,25
tt0308152,6.5,28552
tt0308204,6.6,39
tt0308208,3.6,19976
tt0308244,6.1,11
tt0308252,5.2,3020
tt0308280,7.9,4502
tt0308281,4.1,346
tt0308290,5.0,116
tt0308320,7.9,14
tt0308332,8.1,22
tt0308347,3.6,1361
tt0308353,4.5,10663
tt0308363,6.6,1020
tt0308379,6.7,32073
tt0308383,6.2,30802
tt0308411,6.5,1845
tt0308443,3.0,1366
tt0308493,6.6,54
tt0308496,6.5,1010
tt0308499,3.8,111
tt0308506,5.3,20650
tt0308556,6.0,29
tt0308595,6.6,881
tt0308644,7.7,204435
tt0308671,6.7,1993
tt0308727,7.3,18
tt0308772,6.8,2667
tt0308865,5.9,143
tt0308878,6.6,11307
tt0308905,3.8,261
tt0308911,8.4,7
tt0308940,7.1,32
tt0308977,7.0,47
tt0309059,5.6,368
tt0309275,7.5,98
tt0309291,7.2,3707
tt0309307,5.0,17
tt0309372,5.8,1105
tt0309377,6.4,44680
tt0309390,5.8,292
tt0309395,5.5,35
tt0309404,6.5,552
tt0309457,7.8,28
tt0309474,5.1,13
tt0309504,5.9,29
tt0309521,6.4,156
tt0309530,6.3,41371
tt0309531,5.8,111
tt0309564,5.6,62
tt0309565,7.3,3654
tt0309578,5.1,1039
tt0309590,5.3,12
tt0309593,6.2,163213
tt0309594,3.6,31
tt0309600,6.1,1724
tt0309622,5.1,228
tt0309694,6.8,53
tt0309698,7.3,241867
tt0309725,6.8,1547
tt0309734,6.3,55
tt0309757,6.3,15
tt0309813,5.3,45
tt0309820,6.6,15316
tt0309821,6.1,430
tt0309870,6.8,19
tt0309872,6.1,1644
tt0309912,7.1,12446
tt0309916,3.6,603
tt0309917,7.0,79
tt0309918,5.3,37
tt0309986,5.3,1335
tt0309987,7.2,119138
tt0310000,6.2,650
tt0310022,4.6,107
tt0310065,6.5,102
tt0310149,5.6,3005
tt0310154,7.3,4251
tt0310203,7.1,28646
tt0310243,4.8,300
tt0310254,5.7,3024
tt0310281,7.2,27804
tt0310298,4.1,897
tt0310315,2.5,234
tt0310334,5.8,94
tt0310357,6.1,19502
tt0310567,4.7,886
tt0310702,7.6,75
tt0310741,5.6,144
tt0310775,7.5,67735
tt0310778,6.7,4891
tt0310790,5.0,605
tt0310906,6.7,132
tt0310910,6.6,34174
tt0310924,6.5,5455
tt0310953,8.2,20
tt0311041,7.3,1090
tt0311110,5.5,4964
tt0311113,7.4,217027
tt0311231,3.5,778
tt0311284,4.5,285
tt0311289,7.0,86094
tt0311328,8.1,15
tt0311361,4.9,4325
tt0311364,5.3,287
tt0311373,5.2,115
tt0311429,5.8,174600
tt0311473,8.7,31
tt0311519,7.6,23340
tt0311530,6.1,135
tt0311582,7.8,30
tt0311614,4.5,111
tt0311618,6.5,489
tt0311648,7.0,21007
tt0311653,6.3,234
tt0311698,7.7,38
tt0311715,6.7,23
tt0311740,4.2,219
tt0311792,5.1,165
tt0311850,6.9,127
tt0311863,5.6,728
tt0311866,4.7,733
tt0311913,7.0,2435
tt0311939,3.8,33
tt0311941,6.0,6071
tt0311972,5.7,439
tt0312004,7.5,133218
tt0312011,5.3,28
tt0312014,6.5,325
tt0312032,3.7,153
tt0312101,7.3,110
tt0312243,6.5,84
tt0312280,8.0,15
tt0312281,6.7,496
tt0312286,7.1,13
tt0312297,4.9,304
tt0312305,5.1,382
tt0312315,7.2,18
tt0312320,5.5,152
tt0312329,5.3,7118
tt0312358,5.0,3740
tt0312374,7.4,45
tt0312408,5.8,73
tt0312409,6.2,1709
tt0312412,6.6,271
tt0312419,5.0,60
tt0312450,2.9,842
tt0312493,5.6,175
tt0312499,3.6,217
tt0312528,4.0,81764
tt0312549,6.8,20290
tt0312563,6.8,66
tt0312609,4.7,707
tt0312612,5.9,195
tt0312617,4.0,408
tt0312664,4.6,199
tt0312687,7.2,287
tt0312697,5.7,135
tt0312700,3.4,6885
tt0312729,6.9,9
tt0312773,7.1,2888
tt0312843,6.5,20256
tt0312859,8.4,8359
tt0312886,7.1,975
tt0312932,7.4,1545
tt0312981,6.9,106
tt0313013,6.3,593
tt0313088,7.2,55
tt0313196,6.7,13760
tt0313245,4.7,670
tt0313250,4.0,1090
tt0313285,5.8,3050
tt0313300,6.2,1580
tt0313342,5.5,69
tt0313403,6.0,79
tt0313411,5.7,206
tt0313443,6.5,60324
tt0313459,4.0,484
tt0313503,5.8,430
tt0313542,7.1,96390
tt0313550,7.2,1279
tt0313608,5.3,1258
tt0313670,7.4,15118
tt0313726,3.3,180
tt0313737,6.1,116726
tt0313752,6.6,269
tt0313792,6.3,31009
tt0313812,6.0,164
tt0313879,6.3,143
tt0313911,5.1,34748
tt0313940,7.5,31
tt0313974,5.4,35
tt0314000,7.9,10
tt0314039,6.1,1074
tt0314063,5.9,21135
tt0314079,5.3,43
tt0314080,5.7,65
tt0314111,6.6,4620
tt0314134,1.2,1320
tt0314166,5.9,7265
tt0314170,6.0,1051
tt0314180,4.9,154
tt0314197,6.1,3394
tt0314204,3.1,545
tt0314213,6.1,65
tt0314214,5.9,70
tt0314325,8.7,11
tt0314328,5.3,73
tt0314331,7.6,473578
tt0314332,6.5,28
tt0314353,6.6,120827
tt0314412,7.4,24913
tt0314431,5.4,7057
tt0314474,6.5,196
tt0314498,5.6,25041
tt0314502,6.1,3190
tt0314630,6.4,3451
tt0314676,5.4,8576
tt0314693,6.7,1615
tt0314734,3.3,160
tt0314786,5.7,17039
tt0314789,7.0,82
tt0314804,3.9,27
tt0314871,6.1,400
tt0314942,5.7,1557
tt0314967,7.1,47
tt0315110,5.1,4723
tt0315206,4.5,601
tt0315236,6.3,393
tt0315249,3.5,198
tt0315253,4.6,337
tt0315264,6.5,17
tt0315273,5.1,631
tt0315297,5.3,21759
tt0315323,5.0,288
tt0315327,6.7,394189
tt0315354,8.7,20
tt0315355,7.2,13
tt0315375,5.0,54
tt0315376,5.2,105
tt0315411,3.4,394
tt0315426,6.4,300
tt0315431,4.2,664
tt0315459,5.9,1170
tt0315521,5.3,221
tt0315543,7.5,10253
tt0315600,6.2,80
tt0315632,5.7,1258
tt0315642,7.1,18819
tt0315733,7.7,234128
tt0315775,2.2,3841
tt0315824,4.9,18220
tt0315845,3.2,183
tt0315957,6.6,452
tt0315983,7.5,68220
tt0316023,6.2,1767
tt0316062,5.5,1120
tt0316169,5.2,49
tt0316187,6.1,1459
tt0316188,7.2,5540
tt0316219,5.1,276
tt0316234,6.5,44
tt0316352,3.2,316
tt0316353,6.0,800
tt0316356,7.4,71950
tt0316396,6.8,71834
tt0316465,6.9,40270
tt0316473,4.5,132
tt0316498,4.3,26
tt0316562,6.7,213
tt0316599,6.9,2139
tt0316653,4.3,712
tt0316654,7.4,629774
tt0316701,7.3,70
tt0316732,4.5,42085
tt0316763,6.1,935
tt0316768,4.3,5044
tt0316824,6.0,4273
tt0316829,7.0,1546
tt0316882,3.6,286
tt0316884,2.4,82
tt0316904,5.0,296
tt0316955,7.7,15
tt0317042,6.0,5753
tt0317079,4.6,467
tt0317124,5.9,202
tt0317132,6.3,11550
tt0317135,5.5,36
tt0317137,6.2,142
tt0317171,6.9,2480
tt0317198,5.9,113027
tt0317219,7.2,403917
tt0317226,7.3,1511
tt0317234,7.2,2691
tt0317248,8.6,739082
tt0317249,4.8,14
tt0317303,5.6,67764
tt0317333,4.7,163
tt0317401,5.8,75
tt0317403,5.8,15
tt0317469,5.9,381
tt0317521,4.4,311
tt0317640,6.1,4851
tt0317648,6.7,81289
tt0317676,2.1,37159
tt0317705,8.0,705818
tt0317740,7.0,361371
tt0317743,7.0,3392
tt0317794,6.8,971
tt0317842,7.4,2423
tt0317851,6.8,383
tt0317919,6.9,348511
tt0317931,4.1,69
tt0317950,5.3,467
tt0317964,4.1,104
tt0317965,7.0,1847
tt0318010,3.6,143
tt0318020,1.9,547
tt0318025,6.8,2397
tt0318034,7.3,20298
tt0318040,3.2,1574
tt0318073,7.8,59
tt0318081,4.2,19604
tt0318155,5.8,36978
tt0318181,5.0,703
tt0318184,5.6,49
tt0318281,2.8,552
tt0318283,5.5,13410
tt0318284,4.3,19
tt0318292,6.5,3125
tt0318359,4.9,96
tt0318374,6.9,33931
tt0318411,7.7,27067
tt0318462,7.8,100456
tt0318590,6.9,3893
tt0318627,6.1,196358
tt0318649,6.0,97292
tt0318725,7.0,4503
tt0318742,6.6,1770
tt0318761,6.5,21261
tt0318773,5.3,270
tt0318780,6.5,373
tt0318806,5.4,152
tt0318844,5.1,31
tt0318850,5.4,1168
tt0318949,5.3,42
tt0318974,6.0,20896
tt0319020,6.2,8291
tt0319056,6.3,532
tt0319061,8.0,434900
tt0319111,6.8,15
tt0319115,3.6,335
tt0319237,6.7,1049
tt0319262,6.4,439571
tt0319343,7.0,260461
tt0319376,6.6,10
tt0319397,6.0,59
tt0319470,6.3,1350
tt0319512,7.0,91
tt0319524,5.5,9627
tt0319531,5.8,8626
tt0319683,7.0,593
tt0319685,6.7,1164
tt0319728,5.5,3912
tt0319736,8.2,16187
tt0319767,5.9,436
tt0319792,5.9,72
tt0319803,5.4,225
tt0319829,5.3,4744
tt0319836,8.5,4017
tt0319899,8.6,35
tt0319901,6.7,1173
tt0319917,6.9,1562
tt0320097,4.2,1428
tt0320101,5.6,14
tt0320110,8.5,45
tt0320159,5.8,953
tt0320187,2.9,558
tt0320193,7.9,9232
tt0320194,7.5,2327
tt0320212,6.1,79
tt0320241,6.5,584
tt0320242,4.2,160
tt0320244,6.2,16043
tt0320413,7.1,21
tt0320422,4.2,122
tt0320483,3.3,822
tt0320507,6.0,8
tt0320545,5.1,25
tt0320558,6.4,96
tt0320626,5.2,68
tt0320641,4.9,211
tt0320661,7.2,282795
tt0320668,6.2,959
tt0320671,7.0,115
tt0320691,7.0,265664
tt0320713,4.5,79
tt0320751,3.7,221
tt0321177,7.0,52
tt0321321,8.1,20
tt0321440,6.1,1076
tt0321442,6.0,4027
tt0321463,2.8,390
tt0321505,3.5,260
tt0321626,3.0,427
tt0321640,5.8,215
tt0321649,5.3,107
tt0321781,7.0,1445
tt0321858,3.8,186
tt0321959,4.2,87
tt0321997,4.1,2353
tt0322004,7.3,97
tt0322005,5.1,301
tt0322023,6.4,2054
tt0322082,4.5,315
tt0322169,5.8,35
tt0322177,6.9,443
tt0322189,6.3,777
tt0322232,5.3,103
tt0322259,5.9,269036
tt0322286,6.9,18
tt0322289,6.4,3262
tt0322298,6.7,1292
tt0322330,6.3,135355
tt0322365,4.6,48
tt0322420,7.5,12864
tt0322423,6.7,321
tt0322545,7.1,7263
tt0322549,6.3,39
tt0322589,5.3,45502
tt0322590,5.7,366
tt0322621,6.3,1145
tt0322645,7.2,2568
tt0322650,6.7,56
tt0322651,3.6,530
tt0322659,6.2,5441
tt0322674,7.4,6641
tt0322700,5.1,1892
tt0322725,7.0,2661
tt0322781,6.7,94
tt0322807,6.4,2054
tt0322824,6.9,3640
tt0322852,2.4,57
tt0323001,6.5,66
tt0323013,7.9,23030
tt0323033,5.8,23272
tt0323050,5.0,156
tt0323084,4.8,877
tt0323103,6.6,582
tt0323120,6.3,12666
tt0323155,5.0,67
tt0323246,2.5,453
tt0323248,5.0,521
tt0323261,5.0,118
tt0323298,6.8,4386
tt0323405,3.6,175
tt0323458,6.3,69
tt0323465,4.3,3184
tt0323571,5.4,2169
tt0323572,4.7,4171
tt0323576,5.3,84
tt0323629,4.3,821
tt0323630,6.1,5070
tt0323633,6.7,3063
tt0323642,6.1,7776
tt0323741,5.5,415
tt0323807,6.4,4306
tt0323808,3.8,2675
tt0323874,3.8,227
tt0323911,4.5,109
tt0323939,6.3,12633
tt0323944,7.2,35191
tt0323998,6.8,9668
tt0324013,7.8,6812
tt0324071,4.3,697
tt0324127,5.8,19668
tt0324133,6.7,45269
tt0324158,6.3,862
tt0324197,6.5,10628
tt0324208,3.8,41
tt0324216,6.2,140460
tt0324242,6.1,3601
tt0324368,7.1,38
tt0324462,7.7,19
tt0324518,3.9,411
tt0324554,7.0,55853
tt0324572,6.6,2505
tt0324619,6.7,1164
tt0324952,4.3,1164
tt0324957,5.9,47
tt0324992,6.2,668
tt0325005,5.5,1589
tt0325007,4.9,704
tt0325011,6.9,1328
tt0325015,4.8,352
tt0325043,6.9,60
tt0325055,6.3,10823
tt0325123,6.5,5662
tt0325165,6.4,386
tt0325170,4.8,35
tt0325174,5.6,24
tt0325181,5.6,187
tt0325214,3.5,863
tt0325233,7.5,236
tt0325258,5.5,14523
tt0325314,8.9,30
tt0325352,6.4,2024
tt0325502,7.9,19
tt0325537,5.4,20259
tt0325591,2.6,703
tt0325596,6.0,10832
tt0325651,4.8,400
tt0325655,6.7,28948
tt0325661,7.0,86
tt0325703,5.5,137128
tt0325710,7.8,428020
tt0325713,6.5,1020
tt0325730,6.1,171
tt0325733,6.9,4082
tt0325734,6.8,1309
tt0325743,6.3,215
tt0325758,6.0,35
tt0325761,5.3,1162
tt0325800,7.2,52
tt0325805,7.3,129833
tt0325948,5.7,977
tt0325950,4.7,744
tt0325957,7.4,66
tt0325968,5.2,1539
tt0325980,8.0,1073513
tt0325988,4.3,171
tt0325992,4.9,80
tt0326009,6.5,65
tt0326065,6.3,721
tt0326148,5.5,333
tt0326177,8.3,39
tt0326194,4.7,204
tt0326208,7.1,8660
tt0326292,5.5,147
tt0326357,7.0,356
tt0326367,5.1,196
tt0326384,6.5,40
tt0326408,8.5,19
tt0326412,7.2,22
tt0326429,6.7,6981
tt0326441,4.9,819
tt0326450,7.0,2593
tt0326596,7.1,137
tt0326664,7.0,3338
tt0326716,6.4,338
tt0326722,4.7,383
tt0326745,4.3,232
tt0326749,4.9,41
tt0326756,3.3,9
tt0326769,4.6,13332
tt0326773,6.5,401
tt0326791,3.0,144
tt0326806,5.0,753
tt0326828,4.9,1462
tt0326835,6.7,8483
tt0326856,4.8,31034
tt0326900,5.1,4408
tt0326905,6.6,22445
tt0326965,5.5,2075
tt0326976,4.5,516
tt0326977,7.4,14953
tt0327056,7.9,447803
tt0327084,6.7,171577
tt0327116,5.5,428
tt0327137,7.5,57030
tt0327153,1.9,687
tt0327162,5.3,65357
tt0327169,5.5,1158
tt0327201,5.9,363
tt0327210,6.5,792
tt0327247,5.4,56051
tt0327259,6.5,404
tt0327387,8.1,17
tt0327389,5.5,13
tt0327408,5.3,81
tt0327409,5.1,4480
tt0327437,5.8,89164
tt0327455,7.5,50
tt0327498,3.5,168
tt0327546,6.3,547
tt0327554,3.4,117891
tt0327582,8.9,20
tt0327594,5.0,176
tt0327597,7.7,218145
tt0327643,3.5,7135
tt0327665,5.3,125
tt0327679,6.3,67310
tt0327717,4.4,426
tt0327730,6.1,102
tt0327753,6.4,2694
tt0327767,4.3,64
tt0327770,6.2,67
tt0327850,6.6,106302
tt0327919,7.1,7661
tt0327940,5.2,115
tt0328031,6.1,4258
tt0328033,7.1,49
tt0328077,6.3,3541
tt0328078,6.4,435
tt0328099,5.2,19706
tt0328107,7.7,355410
tt0328121,5.3,321
tt0328179,4.9,363
tt0328226,4.1,109
tt0328316,6.9,1001
tt0328349,7.0,2101
tt0328390,5.8,446
tt0328420,6.7,370
tt0328432,5.1,711
tt0328503,5.4,175
tt0328509,6.5,450
tt0328515,4.0,115
tt0328538,6.8,85862
tt0328547,5.6,57
tt0328569,3.6,26
tt0328570,3.9,34
tt0328589,6.7,51866
tt0328622,7.1,48
tt0328671,4.8,2609
tt0328675,7.2,1972
tt0328720,5.3,1558
tt0328802,6.9,5674
tt0328828,6.3,203611
tt0328844,7.3,4738
tt0328868,4.1,279
tt0328875,3.9,451
tt0328880,6.8,107307
tt0328899,4.0,157
tt0328901,6.4,458
tt0328913,4.1,23
tt0328955,4.6,2283
tt0328985,5.3,41
tt0328993,4.3,468
tt0329002,7.0,464
tt0329028,3.4,39492
tt0329030,5.8,1654
tt0329042,7.1,1886
tt0329045,4.9,68
tt0329088,6.2,86
tt0329101,5.7,117680
tt0329111,6.5,3235
tt0329162,5.3,4009
tt0329177,7.2,87
tt0329216,5.7,1518
tt0329232,6.2,98
tt0329276,5.1,337
tt0329297,5.9,1418
tt0329330,7.6,1968
tt0329347,7.1,3488
tt0329354,4.8,1976
tt0329355,6.8,1379
tt0329380,5.1,554
tt0329388,7.3,11128
tt0329393,7.9,4811
tt0329485,7.1,3081
tt0329502,4.2,318
tt0329508,3.9,91
tt0329539,5.6,112
tt0329575,7.3,72140
tt0329589,3.2,1082
tt0329691,4.1,28161
tt0329701,6.7,35
tt0329703,5.4,43
tt0329706,6.4,316
tt0329717,5.3,37246
tt0329767,6.8,7845
tt0329768,2.8,241
tt0329774,4.4,70105
tt0329777,6.2,23
tt0329784,5.9,93
tt0329792,4.7,32
tt0329794,1.1,1150
tt0329954,4.0,322
tt0330009,6.9,74
tt0330039,5.6,189
tt0330065,4.2,18
tt0330082,2.3,1424
tt0330088,6.7,50
tt0330094,5.2,186
tt0330099,4.9,15379
tt0330111,5.5,4670
tt0330136,6.4,1013
tt0330147,5.5,18
tt0330175,4.1,295
tt0330187,3.9,23
tt0330193,3.8,353
tt0330200,7.8,13
tt0330203,4.1,441
tt0330220,4.9,52
tt0330229,7.5,16532
tt0330242,4.2,243
tt0330243,8.1,10214
tt0330316,6.0,659
tt0330333,3.6,349
tt0330342,7.5,166
tt0330373,7.7,604700
tt0330383,5.4,36
tt0330410,7.6,19
tt0330501,6.0,3436
tt0330568,4.5,629
tt0330582,6.1,119
tt0330597,4.3,57
tt0330602,6.7,6622
tt0330691,4.8,5299
tt0330695,5.0,198
tt0330702,7.0,8127
tt0330793,6.4,158308
tt0330796,4.3,10
tt0330802,7.0,2172
tt0330842,3.6,50
tt0330843,6.8,7006
tt0330889,6.0,176
tt0330896,4.5,157
tt0330904,6.8,4647
tt0330911,7.0,1787
tt0330949,4.7,15
tt0330972,6.5,235
tt0330989,4.3,209
tt0330994,1.5,9251
tt0331040,1.8,343
tt0331041,6.3,523
tt0331042,4.6,223
tt0331072,3.8,495
tt0331079,8.6,29
tt0331097,4.1,19
tt0331160,7.6,59
tt0331175,7.1,2428
tt0331202,4.9,21
tt0331231,6.2,596
tt0331262,6.9,82
tt0331282,6.9,1782
tt0331312,7.6,65
tt0331314,4.8,399
tt0331334,3.5,987
tt0331338,6.2,1708
tt0331370,7.1,6241
tt0331441,5.2,42
tt0331464,4.0,59
tt0331466,4.1,454
tt0331468,5.0,22597
tt0331472,5.1,103
tt0331487,6.4,98
tt0331509,3.5,790
tt0331525,5.8,368
tt0331619,6.9,14
tt0331621,7.0,943
tt0331632,5.1,55796
tt0331639,6.0,4877
tt0331675,7.6,10
tt0331701,6.7,1015
tt0331811,7.1,47417
tt0331851,5.3,1135
tt0331906,5.5,180
tt0331933,5.4,23876
tt0331952,5.8,13819
tt0331953,5.6,29652
tt0331997,6.1,102
tt0332047,6.2,44892
tt0332129,5.9,83
tt0332136,7.0,32403
tt0332167,5.7,138
tt0332220,5.3,75
tt0332260,6.1,129
tt0332280,7.8,556478
tt0332281,5.3,1423
tt0332285,7.1,3334
tt0332318,3.9,1304
tt0332322,6.0,157
tt0332375,6.7,46308
tt0332379,7.2,298997
tt0332381,6.8,1694
tt0332452,7.3,521472
tt0332511,7.2,20
tt0332536,5.6,75
tt0332569,8.4,265
tt0332605,7.0,2800
tt0332636,6.5,115
tt0332658,6.8,15796
tt0332699,6.5,261
tt0332702,5.5,92
tt0332712,4.5,3748
tt0332716,7.5,24
tt0332766,6.5,533
tt0332831,6.9,1316
tt0332834,6.5,932
tt0333089,5.1,307
tt0333399,6.9,138
tt0333645,6.6,610
tt0333694,6.3,98
tt0333764,7.4,3772
tt0333766,7.4,214680
tt0333780,4.7,66180
tt0334226,7.6,1001
tt0334237,6.8,636
tt0334574,6.6,191
tt0334725,7.1,1188
tt0334726,4.6,29
tt0334754,7.1,7172
tt0335013,6.2,6583
tt0335053,7.9,17
tt0335057,3.8,134
tt0335119,6.9,77518
tt0335121,4.8,25604
tt0335126,4.1,757
tt0335245,6.2,103861
tt0335266,7.7,443485
tt0335345,7.2,227024
tt0335351,6.2,1705
tt0335426,6.0,287
tt0335438,6.1,145728
tt0335446,6.1,66
tt0335472,7.4,12
tt0335559,5.6,27829
tt0335563,6.5,22194
tt0335596,5.0,171
tt0336151,8.5,19
tt0336164,6.8,24
tt0336218,6.6,49
tt0336392,7.9,13
tt0336564,5.5,144
tt0336678,6.8,1421
tt0337024,5.8,370
tt0337081,6.3,87
tt0337103,5.9,20637
tt0337563,6.2,185386
tt0337564,6.0,88
tt0337573,7.0,8300
tt0337574,5.5,101
tt0337578,7.4,16222
tt0337579,5.7,14896
tt0337584,6.8,81
tt0337585,6.4,1032
tt0337592,5.2,8710
tt0337598,2.4,598
tt0337600,6.5,23
tt0337609,5.2,83
tt0337610,4.7,819
tt0337614,7.2,7
tt0337619,6.8,105
tt0337626,3.5,501
tt0337628,6.9,45
tt0337631,6.5,1456
tt0337632,4.7,71
tt0337633,5.7,695
tt0337639,4.8,263
tt0337640,5.4,458
tt0337646,7.4,60
tt0337656,5.1,1300
tt0337659,3.9,951
tt0337660,5.3,293
tt0337663,6.9,30
tt0337672,3.0,9
tt0337678,3.0,558
tt0337692,6.0,41519
tt0337697,5.8,39167
tt0337708,6.7,349
tt0337711,5.5,8296
tt0337717,3.9,815
tt0337721,7.3,10547
tt0337728,5.5,162
tt0337733,6.3,62
tt0337735,4.7,125
tt0337738,5.7,530
tt0337741,6.7,120047
tt0337744,3.3,1550
tt0337857,5.9,165
tt0337876,6.2,36317
tt0337879,5.5,4185
tt0337881,5.5,4638
tt0337887,3.8,752
tt0337899,6.0,264
tt0337909,6.9,26241
tt0337910,4.0,1856
tt0337917,5.2,10314
tt0337919,5.5,163
tt0337921,6.5,99655
tt0337923,5.8,104
tt0337926,6.0,698
tt0337942,6.8,27
tt0337943,4.9,581
tt0337960,6.7,5016
tt0337961,6.2,5304
tt0337971,6.5,2779
tt0337972,3.0,116
tt0337976,2.5,170
tt0337978,7.1,402287
tt0338013,8.3,977328
tt0338020,7.3,21
tt0338042,5.2,38
tt0338075,6.0,3561
tt0338077,5.9,12388
tt0338085,6.3,384
tt0338093,8.0,10
tt0338094,5.0,48038
tt0338095,6.7,71450
tt0338096,5.9,28007
tt0338097,6.5,15206
tt0338133,6.8,1993
tt0338135,7.5,29145
tt0338151,7.0,276
tt0338159,5.4,968
tt0338177,5.3,324
tt0338187,5.8,124
tt0338188,6.5,35616
tt0338216,5.9,20546
tt0338280,6.4,390
tt0338294,3.9,238
tt0338309,7.8,38000
tt0338325,5.7,15071
tt0338326,5.7,32
tt0338337,6.3,107743
tt0338348,6.6,200959
tt0338418,5.9,912
tt0338419,6.2,37
tt0338427,6.3,24008
tt0338437,5.8,68
tt0338443,3.8,165
tt0338459,4.3,59398
tt0338466,5.8,52960
tt0338467,6.0,2174
tt0338470,3.6,705
tt0338475,4.4,55
tt0338477,4.3,1475
tt0338495,6.3,93
tt0338497,5.1,771
tt0338512,7.0,15170
tt0338526,6.0,260784
tt0338535,5.7,188
tt0338543,6.3,381
tt0338552,5.7,826
tt0338554,4.6,364
tt0338564,8.0,123265
tt0338568,6.1,18
tt0338679,6.7,79
tt0338706,6.5,5051
tt0338726,2.5,587
tt0338751,7.5,354655
tt0338754,3.2,381
tt0338763,4.6,20354
tt0338769,4.1,677
tt0338789,7.4,529
tt0338791,3.1,128
tt0338812,4.7,272
tt0338828,5.9,2622
tt0338977,6.9,3081
tt0338988,5.9,43
tt0339002,7.3,78
tt0339006,3.1,110
tt0339034,1.9,26404
tt0339071,6.9,1484
tt0339072,4.2,1413
tt0339079,6.7,1366
tt0339091,2.4,1147
tt0339135,6.1,19916
tt0339147,5.6,8864
tt0339204,5.4,165
tt0339209,3.6,572
tt0339291,6.8,206075
tt0339334,5.2,3352
tt0339357,6.9,1809
tt0339366,5.8,510
tt0339368,6.3,106
tt0339385,5.7,2707
tt0339397,5.9,256
tt0339412,5.6,14418
tt0339419,7.1,4482
tt0339436,5.2,62
tt0339450,7.0,2182
tt0339464,5.8,301
tt0339507,6.1,190
tt0339525,5.9,1114
tt0339534,3.6,316
tt0339535,8.4,6650
tt0339537,4.5,453
tt0339540,6.9,11
tt0339579,6.4,11299
tt0339607,4.1,327
tt0339638,5.3,187
tt0339642,5.1,2370
tt0339695,7.0,31
tt0339707,7.5,4192
tt0339714,2.3,675
tt0339727,5.8,1927
