tconst,averageRating,numVotes
tt1376717,7.1,5211
tt13767266,6.9,57
tt13767804,4.7,82
tt13769630,5.4,350
tt1377124,5.7,92
tt13772442,5.0,198
tt1377259,5.7,12
tt1377290,2.1,135
tt13773206,6.8,91
tt13773314,6.6,63
tt13773342,7.6,12
tt13773512,8.1,37
tt1377387,6.6,8
tt13773882,4.8,1744
tt13774930,7.1,8
tt13776794,6.5,57
tt13778298,7.6,10
tt13779034,6.3,229
tt13779166,6.5,125
tt13779394,6.6,7
tt13779412,7.1,101
tt13779414,3.7,98
tt13780836,2.1,16
tt1378175,7.3,11
tt1378190,7.1,35
tt13782052,5.7,1466
tt13782132,5.2,167
tt1378248,6.5,15
tt1378274,2.3,237
tt1378281,7.1,13
tt1378339,6.2,84
tt1378378,4.2,248
tt13785940,1.9,279
tt1378639,7.4,8
tt1378648,3.6,87
tt1378720,6.3,21
tt1378725,5.8,9
tt1378778,7.0,7
tt1378811,2.2,265
tt13788842,1.1,1563
tt13789042,7.1,60
tt13789440,6.8,13
tt13789706,7.8,8
tt1379169,4.8,141
tt1379177,6.7,26446
tt1379180,3.1,31
tt1379182,7.2,93349
tt1379190,5.4,64
tt1379199,6.1,34
tt1379211,6.3,220
tt1379222,6.6,4008
tt13793884,5.5,638
tt13796242,5.9,253
tt1379636,5.8,44
tt1379644,7.1,20
tt1379651,4.8,10
tt1379659,6.2,56
tt1379665,6.1,204
tt1379712,5.3,217
tt1379734,3.8,756
tt13798790,7.1,14
tt13799892,3.0,45
tt13799986,6.0,27
tt13800230,8.1,32
tt1380151,4.6,1342
tt1380174,6.3,896
tt1380201,5.4,1310
tt1380224,2.7,16
tt13802376,5.6,1931
tt13802622,4.3,6
tt1380281,5.3,165
tt13803068,4.2,9
tt13804084,6.4,6737
tt13804976,5.7,13
tt13805684,4.6,35
tt13806204,4.8,34
tt13806424,6.6,39
tt1380784,3.9,980
tt13808330,6.1,21
tt13808342,5.7,36
tt13808364,7.0,85
tt1380852,3.4,133
tt1380860,7.6,10
tt1380912,4.3,109
tt13809646,3.8,118
tt1380993,3.3,81
tt1380995,4.7,228
tt1381065,5.9,195
tt1381106,5.6,198
tt1381112,6.5,821
tt13811736,5.4,188
tt1381274,6.4,109
tt1381402,6.3,159
tt1381404,6.4,33115
tt1381406,3.1,448
tt1381407,6.5,174
tt1381413,5.0,1250
tt13814142,2.0,48
tt1381418,5.4,7035
tt1381505,5.7,8613
tt1381508,4.2,1177
tt1381512,5.2,2560
tt1381530,6.8,24
tt1381566,4.5,118
tt1381582,3.4,62
tt1381597,5.9,98
tt1381700,5.9,9
tt1381773,6.3,61
tt1381846,5.1,8
tt13820270,7.6,89
tt13820428,4.1,340
tt13821562,7.3,860
tt1382250,8.4,22
tt1382642,6.1,495
tt13826620,8.1,15
tt1382687,6.6,251
tt1382696,7.2,22
tt1382720,5.5,369
tt1382722,5.2,363
tt1382725,7.0,8750
tt1382727,4.4,452
tt1382728,6.4,481
tt13827606,7.1,292
tt13828084,7.1,23
tt13828966,3.9,351
tt13830148,6.8,234
tt13830296,4.7,84
tt13831584,8.5,14
tt1383242,5.7,290
tt1383251,6.7,436
tt1383252,5.6,178
tt13833798,7.8,10
tt13834006,6.3,6615
tt13834078,7.2,48
tt13834480,5.2,2540
tt13834788,7.6,573
tt13835046,2.9,662
tt1383702,6.0,143
tt1383705,4.8,740
tt1383706,5.1,72
tt1383711,4.5,30
tt13838490,4.1,23
tt13839380,7.1,74
tt13841394,7.1,606
tt13841476,3.4,11
tt13841504,4.8,353
tt13841546,5.3,79
tt13841648,7.2,5
tt13841708,7.6,80
tt13841874,6.9,336
tt1384354,7.4,7
tt13843858,6.8,486
tt13844126,7.1,1050
tt13845664,8.0,1075
tt13845736,6.6,54
tt13845792,5.9,31
tt1384586,6.7,706
tt1384591,3.3,175
tt13845956,5.0,119
tt1384597,7.5,27
tt13846352,5.8,128
tt13846372,5.5,195
tt13846414,7.4,996
tt13846472,6.5,357
tt13846494,5.7,203
tt13846526,6.6,87
tt13846542,5.0,3059
tt13846544,6.4,191
tt13846546,6.7,553
tt13847304,4.5,23
tt13847502,6.2,542
tt1384768,6.0,18
tt1384774,5.0,625
tt13848128,6.0,380
tt13848204,6.2,35
tt1384925,5.1,852
tt1384927,7.0,3562
tt1384929,6.4,414
tt1384961,5.3,407
tt13854326,6.8,50
tt1385479,4.2,35
tt1385492,5.5,34
tt1385513,8.3,20
tt1385543,4.7,2632
tt1385545,8.6,11
tt1385591,3.0,567
tt1385633,6.5,649
tt1385680,7.7,35
tt1385685,6.0,10
tt13857480,6.9,39
tt1385826,7.0,254532
tt1385867,5.5,87671
tt13858702,7.4,32
tt1385912,4.5,10055
tt1385926,5.1,42
tt13859274,5.8,144
tt1385949,5.2,378
tt13859694,5.8,176
tt13862974,1.8,283
tt13863334,4.6,1682
tt13863356,8.0,11
tt13863374,9.4,7
tt13863720,6.6,8
tt13864330,4.0,11
tt13864444,5.9,79
tt1386486,3.9,940
tt1386583,2.4,506
tt1386588,6.6,262022
tt1386609,4.8,69
tt13866142,6.4,804
tt1386683,6.9,6936
tt1386691,6.3,14420
tt1386697,5.9,670302
tt1386703,6.2,251588
tt1386925,5.7,9269
tt1386932,7.5,103673
tt1386956,6.6,70
tt13869700,6.2,32
tt13871364,4.3,98
tt13871408,4.9,14
tt13872248,6.4,2062
tt1387280,7.7,9
tt1387312,4.2,147
tt1387328,6.1,20
tt13873530,3.6,87
tt1387366,2.7,137
tt1387421,7.7,32
tt1387440,6.1,53
tt1387528,6.3,585
tt13875852,8.6,8
tt13876114,4.7,13
tt13877228,8.1,14
tt13879246,6.5,10
tt13879294,5.3,68
tt13880104,7.4,2095
tt13882736,7.5,482
tt13883080,7.0,79
tt1388325,5.3,99
tt1388359,3.5,4720
tt1388369,5.4,88
tt1388390,7.2,182
tt1388391,4.9,117
tt1388411,6.4,1592
tt13884144,6.4,865
tt13884166,6.2,199
tt1388418,5.1,8981
tt1388419,6.2,62
tt1388424,5.8,75
tt1388427,6.0,2156
tt13884328,7.3,14
tt13885296,5.3,7
tt13885642,6.6,2474
tt13885704,4.4,15
tt13886688,6.1,93
tt13886712,5.5,155
tt13886890,6.7,149
tt13887008,5.3,49
tt13887128,7.0,535
tt1388778,7.6,21
tt13889602,4.6,1233
tt1389063,7.6,61
tt1389070,8.4,55
tt1389072,5.7,107935
tt1389077,8.4,23
tt13890834,5.3,101
tt1389083,6.4,623
tt1389086,6.2,55
tt1389096,6.4,55222
tt1389098,6.1,1497
tt1389116,2.1,178
tt1389127,5.7,19996
tt13891338,4.7,169
tt1389137,7.1,142048
tt1389139,5.1,6919
tt13891980,6.2,154
tt13892494,6.4,24
tt13892558,7.7,30
tt13892710,2.5,55
tt13893464,6.3,264
tt13894060,4.2,110
tt1389748,5.8,47
tt13897490,5.2,197
tt13897924,2.7,19
tt13899082,4.6,229
tt13900958,5.0,39
tt1390398,6.3,1399
tt1390399,4.8,96
tt1390404,4.4,132
tt1390405,6.1,1065
tt1390410,6.1,11
tt1390411,6.9,135562
tt1390415,6.0,415
tt13904244,5.3,7
tt1390533,4.2,279
tt1390535,5.3,11092
tt1390536,3.8,121
tt1390538,7.1,19
tt1390539,4.8,1763
tt1390540,5.7,54
tt13906752,5.0,24
tt13906938,4.6,8
tt1390840,4.9,813
tt1390932,5.3,68
tt1390959,7.2,105
tt1390982,6.1,121
tt1391032,5.8,46
tt1391034,5.1,17421
tt1391087,5.3,75
tt1391088,7.9,43
tt1391110,3.7,144
tt1391116,4.9,1792
tt1391137,4.6,9701
tt1391143,5.9,454
tt13911494,7.7,25
tt13912120,7.0,8
tt13912632,6.9,8835
tt13914000,8.3,3090
tt1391481,7.2,832
tt1391482,4.8,12
tt13915036,5.3,7
tt13915290,6.0,23
tt1391548,7.5,826
tt13915640,5.9,22
tt1391579,3.3,1883
tt1391613,7.5,19
tt1391657,4.8,25
tt1391745,7.7,31
tt13918118,7.2,13
tt13918608,3.1,111
tt13918650,4.7,14
tt1391865,8.3,11
tt13919164,5.8,19
tt13919412,5.5,33
tt13920016,5.2,63
tt13920712,5.9,171
tt13921156,7.9,1225
tt13921372,7.9,42
tt1392158,5.8,556
tt1392170,7.2,895749
tt1392190,8.1,964584
tt1392197,4.3,15438
tt13922000,4.9,52
tt1392214,8.1,675393
tt1392261,6.5,392
tt13923134,6.7,18
tt13924672,3.9,340
tt13924976,4.7,31
tt13925114,6.9,26
tt13925862,6.6,808
tt13925964,8.0,6
tt13926310,7.2,269
tt13927224,4.2,15
tt1392888,6.1,1698
tt1392899,4.4,307
tt1392982,5.3,71
tt1392983,6.8,35
tt1393000,6.0,4294
tt1393003,2.9,328
tt1393009,6.4,274
tt1393020,6.5,4233
tt13930868,3.0,149
tt13932162,6.2,3895
tt13932304,7.2,1296
tt13932538,6.0,25
tt13935180,3.6,54
tt13935662,6.9,49
tt13936230,5.2,46
tt13936336,3.3,114
tt13936582,7.8,65
tt13937088,8.8,10
tt1393742,6.4,6071
tt1393746,7.5,9121
tt13937648,5.6,81
tt13938012,9.4,24
tt1393840,6.1,25
tt1394211,4.5,391
tt1394226,5.9,46
tt1394240,6.9,72
tt1394322,6.0,94
tt13944292,7.8,66
tt13944642,1.9,13
tt13944728,4.4,92
tt1395025,5.2,7492
tt1395037,5.1,123
tt1395050,5.5,189
tt1395054,7.4,17493
tt1395065,5.1,161
tt1395135,6.5,1391
tt1395153,4.6,19
tt1395226,8.5,23
tt1395767,5.6,57
tt1395783,4.3,41
tt13958318,5.6,308
tt13959362,9.4,628
tt13960224,7.7,10
tt1396208,4.2,6195
tt1396218,6.0,95145
tt1396219,5.3,2631
tt1396221,4.5,8414
tt1396226,7.3,16588
tt13964002,3.7,189
tt13964404,5.4,882
tt1396448,5.1,19
tt1396461,6.3,36
tt1396484,7.3,513784
tt1396523,5.3,3992
tt1396579,5.3,165
tt1396580,7.0,7
tt1396592,5.9,39
tt13967368,5.9,39
tt13967988,5.8,248
tt13968482,6.7,42
tt1396984,6.3,12
tt1397018,7.6,10
tt1397082,6.4,22
tt1397280,6.2,303009
tt13972930,5.1,39
tt13973500,2.3,119
tt13973900,7.3,19
tt1397492,7.2,1876
tt1397495,6.7,86
tt1397498,6.1,3796
tt1397500,6.7,399
tt1397514,5.7,102513
tt13975458,4.6,562
tt13977508,6.8,16
tt13977868,6.3,44
tt13978006,5.6,412
tt13978188,7.3,35
tt13978498,4.0,107
tt13979126,5.7,71
tt13979464,5.3,565
tt1398028,4.7,790
tt13982086,7.6,17
tt13982708,7.1,167
tt13983280,7.6,68
tt13983486,4.8,75
tt13983776,2.8,130
tt1398396,5.4,95
tt13983972,5.1,299
tt1398414,8.2,9
tt1398426,7.8,196518
tt1398428,4.7,6194
tt1398429,5.9,66
tt13985888,9.8,970
tt13985940,6.6,61
tt13986720,6.3,327
tt13986904,6.5,716
tt1398918,4.7,157
tt1398923,3.5,151
tt13989310,3.8,830
tt1398991,6.4,624
tt1398999,4.2,708
tt1399011,7.8,43
tt1399023,6.1,47
tt13990280,5.7,1399
tt1399102,7.7,16
tt1399103,6.2,401770
tt1399125,8.4,27
tt13991322,4.5,35
tt13992188,8.7,102
tt13992758,6.2,176
tt1399533,5.4,97
tt13995564,6.3,89
tt1399565,5.7,65
tt1399602,5.8,368
tt1399613,7.2,20
tt13996386,6.0,417
tt1399651,6.6,37
tt1399677,5.5,671
tt1399683,7.1,141883
tt13997634,3.7,241
tt1399952,5.0,2660
tt14002228,3.7,35
tt1400335,5.0,617
tt1400337,6.8,15
tt1400370,4.6,71
tt1400386,6.2,15
tt1400400,5.3,92
tt14004136,6.9,128
tt1400515,3.5,1825
tt1400558,5.1,373
tt14006298,7.8,35
tt14006530,3.9,272
tt1401143,6.6,28802
tt1401152,6.8,259348
tt1401156,7.8,9
tt14011954,7.0,401
tt1401208,5.7,34
tt1401236,4.3,1804
tt1401245,4.5,169
tt14015144,6.6,8
tt1401607,4.7,964
tt1401621,6.6,1855
tt1401625,5.6,383
tt1401631,4.4,393
tt1401636,6.3,3370
tt1401643,6.8,2708
tt1401656,7.1,2542
tt1401669,6.9,249
tt1401672,6.8,1014
tt1401681,6.7,222
tt1401690,5.6,469
tt14016930,5.1,15
tt1401700,6.1,66
tt14017130,7.5,31
tt1401718,6.1,8
tt14018370,5.1,109
tt14018814,4.7,31
tt14021802,9.5,25
tt14021816,6.8,36
tt14022956,4.9,28
tt1402356,8.1,12
tt1402361,8.3,33
tt14023894,4.8,120
tt14024066,5.7,319
tt1402488,5.8,44397
tt14025788,6.1,4296
tt14026786,3.7,38
tt14028890,7.4,685
tt14029990,3.1,75
tt1403047,6.6,1932
tt14030510,6.2,203
tt1403129,4.5,127
tt1403130,6.8,8041
tt14031338,7.1,1563
tt1403144,6.0,2844
tt1403147,6.1,20
tt1403177,6.9,52113
tt14031810,5.8,82
tt1403210,3.7,195
tt1403214,7.0,9058
tt1403232,6.6,11
tt14032336,5.3,954
tt1403236,3.3,183
tt1403241,5.2,9241
tt14032444,8.0,36
tt1403249,6.4,77
tt14032696,7.2,554
tt14033300,3.3,101
tt14033416,6.6,275
tt14033502,6.6,6461
tt14034496,6.6,11
tt14034868,4.9,267
tt14034966,7.6,4428
tt14035044,5.2,54
tt14035108,6.3,553
tt14035154,7.0,1195
tt14036870,5.8,30
tt14037312,7.5,56
tt14037654,6.6,14
tt14037884,5.6,123
tt1403846,6.1,824
tt14038552,5.3,156
tt14038568,6.8,24
tt1403862,4.9,5003
tt1403865,7.6,332785
tt14039342,8.2,5
tt14039392,6.5,47
tt14039582,7.6,35097
tt14039652,5.6,263
tt14039678,8.0,1227
tt14039724,5.8,394
tt1403981,7.1,145251
tt1403983,6.1,532
tt14039842,8.1,8
tt1403987,4.4,183
tt1403988,5.0,12161
tt14039986,4.4,33
tt1404022,6.2,187
tt1404077,5.8,94
tt1404094,5.5,34
tt1404096,4.9,9
tt14041946,7.0,14
tt14042038,6.2,78
tt1404380,7.6,21
tt14043818,6.1,162
tt14043828,6.6,57
tt1404386,6.4,650
tt14043896,6.0,47
tt14043948,6.6,31
tt14044712,9.1,11
tt14045660,6.6,19
tt1404573,3.9,387
tt1404607,6.7,46
tt1404632,6.6,83
tt1404653,7.1,933
tt1404677,3.7,103
tt1404721,6.5,33
tt1404830,5.2,1859
tt14050144,6.5,7
tt14050808,6.8,918
tt14051624,7.3,11
tt14051714,5.7,242
tt1405358,6.9,113
tt1405365,6.6,31308
tt1405412,4.7,4300
tt1405413,2.8,382
tt1405500,6.1,7705
tt14055038,6.5,80
tt14055430,6.8,12
tt14056486,6.3,11
tt1405771,5.9,93
tt1405809,6.9,3453
tt14058748,6.7,137
tt14059620,6.7,238
tt14059632,6.4,8
tt14061008,6.0,2425
tt14061328,5.5,119
tt1406146,6.2,31
tt14061478,9.1,117
tt1406154,6.0,123
tt1406157,4.6,830
tt1406161,6.8,553
tt1406175,6.7,180
tt14061800,8.3,9
tt14063098,6.4,72
tt14063186,6.7,22
tt14063668,6.9,768
tt14063688,7.6,20
tt14063960,8.4,32
tt14064662,7.1,89
tt14065740,8.6,345
tt14066140,6.8,91
tt14068864,6.5,268
tt1407049,4.8,10190
tt1407052,7.6,4224
tt1407053,4.4,81
tt1407055,6.1,615
tt1407061,5.9,14470
tt1407065,4.9,6566
tt1407072,3.8,20
tt1407081,6.1,164
tt1407084,5.6,12228
tt14071038,6.2,132
tt14071150,6.2,1327
tt14071778,5.6,13
tt14071882,5.7,285
tt14072358,6.4,315
tt14072690,5.0,355
tt14074042,8.5,23
tt14074470,3.9,885
tt14076114,2.5,222
tt14077696,7.3,1504
tt14077794,7.1,154
tt1407933,7.2,38
tt1407943,6.6,6
tt1407972,6.6,5377
tt1407998,6.7,70
tt1408061,3.7,120
tt1408062,6.0,218
tt1408089,6.5,147
tt1408101,7.7,478511
tt1408253,6.1,112077
tt1408329,7.3,51
tt1408347,7.3,32
tt1408351,6.3,78
tt1408384,6.7,43
tt1408426,5.4,11
tt14084882,3.9,21
tt14087490,7.3,1232
tt14089388,7.8,6
tt14089434,7.3,18
tt1408972,7.0,4286
tt1409004,5.9,5264
tt1409006,7.8,35
tt1409024,6.8,355015
tt14090306,8.3,7
tt1409090,2.4,230
tt14091214,5.7,187
tt14091768,5.2,77
tt14091818,6.7,5620
tt14092076,6.8,358
tt14093168,6.1,21
tt14095634,8.1,577
tt1409595,1.7,7
tt1409608,5.6,15
tt14096564,2.1,179
tt1409734,2.6,121
tt14097376,8.0,2461
tt14097802,4.6,44
tt14097918,8.0,11
tt14097924,5.6,571
tt1409798,3.4,413
tt1409805,5.6,95
tt1409829,6.9,86
tt14099462,7.2,50
tt1410020,5.3,1231
tt1410033,5.6,26
tt1410046,2.5,343
tt1410051,5.8,11858
tt1410063,7.5,52281
tt1410064,9.0,16
tt1410198,4.3,395
tt1410199,5.7,41
tt1410209,5.6,124
tt14102146,4.3,117
tt1410240,6.4,81
tt1410243,7.2,76
tt1410252,6.4,532
tt1410261,7.0,3758
tt1410272,7.3,1256
tt1410295,3.1,1734
tt1410297,6.4,576
tt1410360,8.6,12
tt14108032,6.1,8
tt14108464,4.9,90
tt14109800,5.9,43
tt14110504,3.9,163
tt14110690,4.4,230
tt14110868,6.6,5
tt14110924,7.6,5
tt14110940,7.1,260
tt14111012,8.0,5
tt14111120,7.2,5
tt14111652,6.8,1077
tt14111726,6.1,1727
tt1411232,4.3,3173
tt1411238,6.2,226562
tt1411250,6.4,163690
tt1411276,6.1,2457
tt1411277,5.6,1558
tt14112996,2.0,111
tt14113436,6.5,21
tt1411664,3.3,11978
tt1411697,6.4,489597
tt1411704,5.4,33717
tt1411757,6.3,41
tt1411762,4.2,632
tt14118266,6.6,365
tt14118430,3.2,30
tt1411853,5.7,106
tt1411956,6.8,1854
tt14121726,6.6,134
tt1412316,5.6,209
tt1412334,4.3,922
tt1412338,3.4,233
tt1412367,5.0,876
tt1412386,7.2,94425
tt1412393,4.6,812
tt1412423,7.6,10
tt1412442,6.2,1716
tt1412448,5.1,41
tt1412476,6.1,26
tt1412486,7.5,6
tt1412494,3.3,10
tt1412509,4.4,846
tt1412512,4.8,8
tt1412520,6.8,7
tt1412528,5.8,28341
tt1412533,8.8,15
tt1412538,6.3,6
tt1412541,5.6,101
tt1412549,6.9,19
tt1412575,5.4,8
tt1412593,7.2,10
tt1412606,6.5,6
tt1412610,8.7,12
tt1412667,6.0,8
tt1412679,6.6,6
tt1412697,2.9,122
tt1412699,7.8,15
tt1412700,6.0,14
tt1412723,6.9,7
tt1413068,5.3,46
tt14131030,6.1,9
tt14131780,7.2,11
tt14132048,7.1,13
tt1413210,4.0,7
tt1413220,5.4,10
tt14132316,5.5,13
tt14132702,3.5,44
tt14134070,2.8,610
tt14134074,6.1,44
tt14134154,4.3,15
tt1413489,3.6,1164
tt1413492,6.5,77590
tt1413495,5.6,36861
tt14135136,8.3,588
tt1413527,4.2,1857
tt1413534,6.6,132
tt1413568,7.7,33
tt14136566,6.2,396
tt1413815,6.0,143
tt1413848,6.2,14
tt1413873,7.9,47
tt14140954,6.4,1096
tt1414104,4.9,156
tt14141754,6.4,462
tt14142352,6.6,8
tt1414236,5.8,11
tt14142640,6.5,635
tt14142644,8.7,582
tt1414361,2.8,1854
tt1414374,4.5,301
tt1414377,3.4,45
tt1414378,6.5,3974
tt1414382,5.7,51687
tt1414404,6.0,672
tt1414449,4.8,1083
tt1414464,5.6,73
tt1414514,4.1,28
tt1414518,6.2,731
tt14147078,7.7,21
tt14147174,8.7,6
tt14147252,6.1,264
tt1414813,5.4,158
tt1414827,6.8,666
tt1414835,5.3,104
tt1414859,4.0,85
tt1414863,4.9,909
tt14150116,4.4,107
tt14151124,5.9,17
tt14151720,4.6,625
tt1415184,5.8,134
tt1415224,6.0,167
tt1415251,7.0,12
tt1415255,5.6,350
tt1415265,5.9,46
tt1415269,3.9,357
tt1415282,7.1,34
tt1415283,6.1,32091
tt1415284,3.6,247
tt1415290,7.2,1416
tt14153138,7.8,14
tt14153900,3.1,180
tt14154440,5.0,20
tt14156154,7.8,1582
tt14156530,6.1,11
tt1415872,6.3,203
tt14162176,6.3,51
tt1416343,6.1,49
tt14164176,6.9,9
tt14164234,5.6,1766
tt1416731,4.0,9
tt1416801,7.1,48246
tt14168118,7.1,6209
tt14169248,6.2,72
tt14170178,6.6,22
tt1417038,5.8,410
tt1417040,6.4,532
tt14170458,6.0,5
tt1417060,8.0,38
tt1417067,7.2,2574
tt1417075,7.3,10614
tt1417097,5.8,318
tt1417101,6.1,1912
tt14172564,5.8,17
tt1417297,5.7,86
tt1417299,8.0,5704
tt14174506,3.7,140
tt14174586,6.8,57
tt1417582,6.6,1039
tt14176094,8.3,1569
tt14176552,6.1,38
tt14180764,5.8,63
tt1418206,7.2,75
tt14182228,5.7,54
tt1418377,5.1,80643
tt1418380,6.2,264
tt1418646,7.0,8144
tt1418673,6.0,30
tt1418712,4.9,5354
tt1418754,6.5,8486
tt1418757,5.0,706
tt1418824,4.1,226
tt14188284,8.3,13
tt1418860,8.6,16
tt14188642,6.2,275
tt1418895,5.9,23
tt1418912,3.2,275
tt1419006,7.2,27
tt1419021,8.2,7
tt14191916,5.7,101
tt14194044,6.5,296
tt1419453,8.2,34
tt14197858,6.3,28
tt14199590,5.6,3401
tt1419989,5.0,43
tt14202642,6.1,13
tt14203622,4.0,9
tt14203864,6.5,178
tt1420558,3.2,1190
tt14207622,7.7,21
tt14209088,4.8,519
tt14210088,5.7,127
tt1421040,5.8,1285
tt1421046,5.7,1049
tt1421048,6.0,1886
tt1421049,2.1,924
tt1421051,6.3,44647
tt1421053,7.7,14
tt14210794,7.0,44
tt14211006,8.5,40
tt14211040,6.7,67
tt14211236,6.9,15
tt14211326,9.2,10
tt1421366,7.2,38
tt14215186,8.1,8
tt14216484,8.3,144
tt14216488,5.0,271
tt14217100,7.0,10670
tt14219458,5.7,331
tt1422020,7.0,12192
tt1422032,7.4,13432
tt1422101,6.2,412
tt1422119,6.3,1301
tt1422122,7.8,5596
tt1422136,6.2,29044
tt14221474,4.3,19
tt14221508,2.1,85
tt1422164,4.2,28
tt1422184,7.2,2636
tt14222772,2.8,43
tt14223790,5.5,6
tt14225832,6.7,223
tt1422599,7.0,20
tt14226282,5.0,32
tt1422651,8.0,1010
tt1422653,3.4,470
tt1422674,5.2,1732
tt1422675,5.9,2203
tt1422713,6.0,64
tt1422778,5.5,16
tt1422794,4.1,105
tt1422800,5.0,1939
tt1422805,6.5,11
tt1422877,7.1,13
tt1422891,5.4,20
tt1422894,7.2,39
tt14229058,5.8,253
tt14229206,7.5,148
tt14229338,5.0,17
tt1423333,6.4,14
tt1423343,8.6,9
tt1423422,3.7,33
tt1423464,8.7,8
tt1423469,5.2,25
tt14235928,7.4,5
tt1423593,5.8,294
tt14236064,6.5,637
tt14236094,4.8,159
tt1423628,3.9,108
tt1423636,5.9,581
tt14237398,8.4,1543
tt1423894,7.3,24986
tt1423916,8.3,14
tt1423967,4.7,108
tt1423995,5.4,41470
tt1424003,6.4,6653
tt1424058,6.9,46
tt1424059,6.2,98
tt1424064,8.7,11
tt1424066,5.5,537
tt14241340,4.3,381
tt1424310,6.0,22788
tt1424327,7.3,6322
tt1424366,6.2,551
tt1424381,6.4,222465
tt14243986,7.0,43
tt14244670,6.1,44
tt14244714,6.4,714
tt14245188,7.7,7
tt1424630,6.7,113
tt1424644,8.6,9
tt14246504,5.5,77
tt14246700,6.7,253
tt14246952,4.2,47
tt1424712,4.6,12
tt1424746,6.8,885
tt1424797,7.4,29547
tt1424828,9.0,6
tt1424839,2.9,22
tt14250486,2.9,111
tt14251154,4.0,117
tt1425249,6.0,59
tt1425252,3.2,1235
tt1425253,5.3,2652
tt1425257,6.4,8782
tt14252742,7.2,3056
tt14253018,7.0,118
tt14253138,5.7,766
tt14253440,4.3,137
tt14253862,4.9,109
tt14254990,4.8,7
tt1425617,6.6,208
tt1425618,3.4,252
tt14256666,5.7,42
tt14256832,5.1,34
tt14257552,2.6,112
tt1425922,4.7,2218
tt1425926,6.5,365
tt1425929,5.6,103
tt1425933,6.7,1991
tt1425938,5.8,290
tt14260080,6.0,4343
tt14260888,6.2,10
tt14260908,7.1,28
tt14261134,4.9,50
tt14262350,5.9,47
tt14263108,6.6,9
tt1426320,5.9,1449
tt1426325,4.0,887
tt1426329,6.1,40489
tt1426352,6.1,6206
tt1426361,7.1,3091
tt1426362,6.9,2231
tt1426363,5.3,2155
tt1426370,6.1,66
tt1426371,7.0,705
tt1426378,7.1,7218
tt1426384,6.0,278
tt1426389,3.9,49
tt14265992,3.6,1346
tt14266662,9.7,617
tt14267154,4.0,382
tt1426748,6.3,400
tt14270360,7.0,67
tt14271038,4.3,123
tt1427220,3.5,13
tt1427298,5.1,11012
tt14277322,6.4,215
tt14277840,3.1,425
tt14278088,8.3,1033
tt1427821,4.2,29
tt1427937,8.4,20
tt14280066,8.0,3563
tt14280078,5.0,32
tt1428016,8.8,9
tt14282260,4.8,14
tt1428459,5.6,3138
tt1428464,6.3,280
tt1428538,6.1,204119
tt1428556,5.7,3222
tt14285796,6.3,60
tt14286634,8.6,10
tt14287118,3.0,6
tt14287828,6.5,26
tt14288764,3.1,354
tt1428991,8.4,9
tt1429011,5.1,11
tt1429313,6.5,1463
tt1429314,5.9,9
tt1429338,7.1,87
tt1429382,4.3,503
tt1429387,2.3,520
tt1429392,5.9,2939
tt1429411,5.1,355
tt1429430,6.7,901
tt1429432,4.8,762
tt1429433,4.4,674
tt14295660,7.8,8
tt14295864,5.2,46
tt14296268,9.1,1741
tt14297960,6.4,13
tt14300376,6.1,75
tt14300412,4.9,87
tt1430064,5.4,111
tt1430070,4.9,983
tt1430077,3.3,1545
tt1430094,5.9,242
tt14300966,6.5,313
tt1430110,6.7,2080
tt1430116,4.5,804
tt1430131,4.8,827
tt1430132,6.7,455536
tt1430137,6.3,236
tt14302272,4.9,11
tt14303124,6.3,195
tt14303128,4.3,24
tt14303882,6.0,885
tt1430505,4.9,245
tt1430508,8.5,21
tt1430607,7.1,58217
tt1430612,5.6,42070
tt1430615,6.5,19569
tt1430618,6.6,107
tt1430620,4.1,231
tt1430622,6.3,412
tt1430626,6.7,47713
tt1430638,6.2,349
tt1430641,7.7,21
tt14307578,7.1,267
tt14307890,4.2,150
tt1430811,4.7,445
tt1430830,5.0,10
tt14309060,4.2,57
tt1431045,8.0,991424
tt1431065,6.5,1993
tt1431086,6.7,56
tt1431122,4.4,2506
tt14311250,6.8,67
tt14311290,7.9,8
tt1431133,3.7,297
tt1431137,8.0,10
tt1431149,7.4,81
tt1431181,7.3,29353
tt14311942,6.7,282
tt1431223,6.5,919
tt1431238,6.4,12
tt1431240,3.0,5453
tt1431246,5.0,1065
tt1431252,5.4,139
tt1431261,6.2,260
tt1431314,7.1,607
tt1431332,7.5,493
tt1431342,6.7,930
tt1431347,4.9,156
tt14315500,3.9,3347
tt14315566,5.1,1147
tt14315584,6.7,2801
tt14315756,6.1,14732
tt14315914,6.0,56
tt14319068,5.5,487
tt1432078,6.3,2378
tt1432121,6.5,10
tt1432150,6.3,445
tt1432157,5.6,51
tt1432161,7.0,15
tt1432168,7.4,9
tt14321762,7.6,28
tt1432203,5.0,35
tt1432218,5.9,17
tt14322202,6.8,16
tt1432234,5.9,22
tt14323152,3.0,5
tt14324296,7.1,565
tt14324650,7.2,14523
tt1432955,6.5,11
tt1432978,7.9,30
tt1433003,5.6,10
tt1433078,6.0,8
tt1433089,3.3,320
tt1433101,7.9,15
tt1433108,6.4,106378
tt14331144,8.0,6221
tt14331300,7.2,94
tt1433172,6.7,15
tt1433173,7.8,7
tt1433175,8.1,20
tt1433183,3.2,146
tt1433189,5.2,30
tt14331982,8.4,49
tt1433207,6.1,9327
